Date,Spot,USD_1M,USD_3M,CAD_1M,CAD_3M,Forward_1M,Forward_3M
2001-09-11,1.5642,0.034,0.0326,0.0379,0.0378,1.5636932355311142,1.562185576303928
2001-09-12,1.5615,0.034,0.0326,0.0369,0.034,1.5611237943324279,1.560958081308875
2001-09-13,1.5659,0.0273,0.0274,0.0369,0.034,1.5646511203050621,1.563338041646009
2001-09-14,1.564,0.0254,0.0264,0.0369,0.034,1.5625057614502076,1.5610534457114527
2001-09-17,1.5698,0.024700000000000003,0.0259,0.0369,0.034,1.5682089292093482,1.5666479474467032
2001-09-18,1.572,0.023399999999999997,0.0248,0.0369,0.034,1.5702369214664906,1.568414873574616
2001-09-19,1.5685,0.02,0.0219,0.0318,0.031,1.5669617181136655,1.5649591044405853
2001-09-20,1.5714,0.0204,0.0222,0.0318,0.031,1.5699111155438088,1.5679695063259735
2001-09-21,1.571,0.0212,0.0225,0.0318,0.031,1.5696159510630163,1.5676872984371126
2001-09-24,1.5697,0.023799999999999998,0.023799999999999998,0.0318,0.031,1.5686562991406106,1.5668962689159018
2001-09-25,1.57,0.0258,0.024,0.0318,0.031,1.5692170747519076,1.5672736293723644
2001-09-26,1.5717,0.025099999999999997,0.023799999999999998,0.031400000000000004,0.0305,1.5708770109879149,1.569087324153331
2001-09-27,1.5775,0.023399999999999997,0.023799999999999998,0.031400000000000004,0.0305,1.5764510780125334,1.5748776826696438
2001-09-28,1.5791,0.022799999999999997,0.024,0.031400000000000004,0.0305,1.577971265189421,1.5765533804738867
2001-10-01,1.5718,0.0226,0.023700000000000002,0.031400000000000004,0.0305,1.570650354904666,1.5691481602778812
2001-10-02,1.5672,0.0227,0.0226,0.031400000000000004,0.0305,1.5660667453496682,1.5641282024562708
2001-10-03,1.5685,0.022099999999999998,0.0223,0.0311,0.0302,1.5673266658908995,1.5654254255371944
2001-10-04,1.5689,0.0222,0.022099999999999998,0.0311,0.0302,1.5677394070367627,1.5657467842786958
2001-10-05,1.5618,0.022099999999999998,0.0219,0.0311,0.0302,1.5606316779014389,1.5585835492035134
2001-10-08,1.5616,0.022099999999999998,0.0219,0.0311,0.0302,1.5604318275136937,1.5583839610937422
2001-10-09,1.5652,0.022400000000000003,0.0222,0.0311,0.0302,1.5640681633433349,1.5620930574165053
2001-10-10,1.5672,0.023,0.0222,0.0308,0.0297,1.566183927918343,1.5642831575551528
2001-10-11,1.5644,0.023,0.0227,0.0308,0.0297,1.5633857432589686,1.5616824776037919
2001-10-12,1.5625,0.0231,0.0225,0.0308,0.0297,1.5614999625960035,1.5597082289004145
2001-10-15,1.5575,0.0233,0.0225,0.0308,0.0297,1.556529054593211,1.5547171625679332
2001-10-16,1.5652,0.0232,0.0222,0.0308,0.0297,1.5642112444725205,1.562286879916619
2001-10-17,1.5704,0.023399999999999997,0.0222,0.0291,0.0286,1.5696558645285184,1.5679051978354763
2001-10-18,1.5773,0.022799999999999997,0.0219,0.0291,0.0286,1.5764739207422003,1.5746767785334854
2001-10-19,1.5743,0.0229,0.0219,0.0291,0.0286,1.5734885793617148,1.5716817678598023
2001-10-22,1.5783,0.0229,0.0222,0.0291,0.0286,1.577486517694591,1.5757926475698754
2001-10-23,1.5718,0.0232,0.022000000000000002,0.0291,0.0286,1.5710290678438124,1.5692249416670807
2001-10-24,1.5738,0.023,0.0217,0.025,0.0245,1.573538245322245,1.5727050465896388
2001-10-25,1.5733,0.0227,0.021400000000000002,0.025,0.0245,1.5729990777546774,1.572088115293825
2001-10-26,1.576,0.0226,0.021400000000000002,0.025,0.0245,1.575685455301455,1.5747860355323644
2001-10-29,1.5746,0.022400000000000003,0.0209,0.025,0.0245,1.5742595459459459,1.57319148714126
2001-10-30,1.578,0.0217,0.020499999999999997,0.025,0.0245,1.5775669521829523,1.5764316064107344
2001-10-31,1.5884,0.0215,0.020499999999999997,0.024,0.023399999999999997,1.5880697438456421,1.5872551076204207
2001-11-01,1.5952,0.0218,0.0206,0.024,0.023399999999999997,1.5949081304058548,1.5940898543520405
2001-11-02,1.5913,0.0209,0.020099999999999996,0.024,0.023399999999999997,1.5908897346972724,1.5899948128448578
2001-11-05,1.5928,0.0206,0.020099999999999996,0.024,0.023399999999999997,1.592349607451763,1.5914935825421288
2001-11-06,1.5921,0.019799999999999998,0.018500000000000003,0.024,0.023399999999999997,1.591543877245509,1.5901610205299004
2001-11-07,1.5984,0.019299999999999998,0.018000000000000002,0.0225,0.0215,1.5979745577043045,1.5970088772845954
2001-11-08,1.599,0.019299999999999998,0.0184,0.0225,0.0215,1.598574398003743,1.597767400223797
2001-11-09,1.6027,0.0192,0.0183,0.0225,0.0215,1.602260082345602,1.6014246947656348
2001-11-12,1.6026,0.0192,0.0183,0.0225,0.0215,1.602160109794136,1.601324774337934
2001-11-13,1.5937,0.0194,0.0184,0.0225,0.0215,1.5932890646704092,1.5924714857640183
2001-11-14,1.5918,0.0199,0.0187,0.022000000000000002,0.0219,1.5915219447679256,1.590533494119695
2001-11-15,1.5872,0.0199,0.0192,0.022000000000000002,0.0219,1.5869227482947927,1.5861344737561849
2001-11-16,1.589,0.0202,0.0195,0.022000000000000002,0.0219,1.588762086175345,1.588051791441856
2001-11-19,1.5882,0.0202,0.0194,0.022000000000000002,0.0219,1.5879622059557479,1.5872127800293396
2001-11-20,1.5948,0.0202,0.0195,0.022000000000000002,0.0219,1.5945612177674262,1.5938483303911088
2001-11-21,1.6004,0.02,0.0196,0.0223,0.022000000000000002,1.6000938256406845,1.599445012431626
2001-11-22,1.5995,0.02,0.0196,0.0223,0.022000000000000002,1.5991939978207166,1.5985455494778713
2001-11-23,1.5988,0.02,0.0195,0.0223,0.022000000000000002,1.5984941317385195,1.5978062158130282
2001-11-26,1.5998,0.02,0.019799999999999998,0.0223,0.022000000000000002,1.5994939404273727,1.5989249229239184
2001-11-27,1.5929,0.020099999999999996,0.0192,0.0223,0.022000000000000002,1.5926085100188818,1.5917910691198407
2001-11-28,1.5839,0.0196,0.0187,0.021400000000000002,0.0207,1.583662837939009,1.5831121272415252
2001-11-29,1.5805,0.019,0.018000000000000002,0.021400000000000002,0.0207,1.5801844627081705,1.579438654960579
2001-11-30,1.5727,0.0187,0.0178,0.021400000000000002,0.0207,1.5723467724225133,1.5715656626955508
2001-12-03,1.5766,0.018500000000000003,0.0178,0.021400000000000002,0.0207,1.5762196665945734,1.5754628497525307
2001-12-04,1.571,0.0181,0.0174,0.021400000000000002,0.0207,1.5705687440730696,1.5697105976571244
2001-12-05,1.5738,0.0177,0.0177,0.0213,0.0206,1.5733286965635995,1.5726648410684971
2001-12-06,1.5724,0.0173,0.0175,0.0213,0.0206,1.5718767953549113,1.5711876336865147
2001-12-07,1.5751,0.0169,0.0169,0.0213,0.0206,1.574523486644539,1.5736504974381933
2001-12-10,1.5781,0.0168,0.0171,0.0213,0.0206,1.5775092610616157,1.576726237377506
2001-12-11,1.5733,0.0166,0.0166,0.0213,0.0206,1.5726848826665998,1.5717347609809482
2001-12-12,1.5666,0.0169,0.0167,0.0203,0.02,1.5661568796119896,1.5653139850746272
2001-12-13,1.569,0.0169,0.0169,0.0203,0.02,1.5685562007603802,1.5677900746268656
2001-12-14,1.5609,0.017,0.0173,0.0203,0.02,1.5604714774173687,1.5598516343283582
2001-12-17,1.5666,0.0172,0.0174,0.0203,0.02,1.5661959784697554,1.5655867761194033
2001-12-18,1.5735,0.0172,0.0171,0.0203,0.02,1.5730941989800589,1.5723648880597016
2001-12-19,1.5741,0.0169,0.0169,0.019799999999999998,0.0199,1.5737202191384216,1.5729252692853057
2001-12-20,1.5785,0.0167,0.0169,0.019799999999999998,0.0199,1.5780928925606086,1.5773219856215328
2001-12-21,1.5849,0.0167,0.0171,0.019799999999999998,0.0199,1.5844912419507813,1.583796062091097
2001-12-24,1.5933,0.0166,0.0172,0.019799999999999998,0.0199,1.5928758198971698,1.5922298465135947
2001-12-25,1.5944,0.0166,0.0172,0.019799999999999998,0.0199,1.593975527047039,1.5933291076892462
2001-12-26,1.6006,0.0177,0.0175,0.019799999999999998,0.0195,1.6003203564119204,1.599803582535141
2001-12-27,1.5972,0.0175,0.0174,0.019799999999999998,0.0195,1.5968943742824342,1.5963655380022392
2001-12-28,1.5902,0.0173,0.0172,0.019799999999999998,0.0195,1.5898692540641275,1.5892900709043414
2001-12-31,1.5917,0.0168,0.0174,0.019799999999999998,0.0195,1.5913027304946838,1.590868411493967
2002-01-02,1.5973,0.0173,0.0174,0.0196,0.0191,1.596994350061566,1.5966243736159837
2002-01-03,1.5977,0.0173,0.0173,0.0196,0.0191,1.5973942735199171,1.5969844517429272
2002-01-04,1.5944,0.0172,0.0172,0.0196,0.0191,1.5940816399880198,1.5936462591127367
2002-01-07,1.5988,0.017,0.0168,0.0196,0.0191,1.5984541582082596,1.5978850588440199
2002-01-08,1.5955,0.017,0.0168,0.0196,0.0191,1.5951548720423305,1.5945869473265157
2002-01-09,1.5964,0.0168,0.0168,0.0189,0.0189,1.5961210693158274,1.5955658314464156
2002-01-10,1.5985,0.0166,0.0168,0.0189,0.0189,1.5981941026217041,1.5976647341312298
2002-01-11,1.5964,0.016200000000000003,0.0158,0.0189,0.0189,1.5960413748346354,1.595168608325661
2002-01-14,1.5945,0.016200000000000003,0.0158,0.0189,0.0189,1.5941418016623816,1.5932700739008183
2002-01-15,1.5887,0.016399999999999998,0.016,0.0189,0.0189,1.5883695413057768,1.587553609196546
2002-01-16,1.5984,0.016200000000000003,0.0161,0.018799999999999997,0.019,1.5980542217193063,1.5972466384672803
2002-01-17,1.6098,0.016,0.016399999999999998,0.018799999999999997,0.019,1.609424967550837,1.608758576760388
2002-01-18,1.6142,0.0159,0.016200000000000003,0.018799999999999997,0.019,1.6138105118647454,1.6130754018412543
2002-01-21,1.6125,0.0159,0.016200000000000003,0.018799999999999997,0.019,1.6121109220554464,1.6113765862154765
2002-01-22,1.6078,0.0167,0.017,0.018799999999999997,0.019,1.607519075115652,1.6069999004727544
2002-01-23,1.6011,0.017,0.0171,0.0187,0.0191,1.600873530415103,1.6003032544599538
2002-01-24,1.6022,0.0169,0.0172,0.0187,0.0191,1.6019600439315398,1.601442571720037
2002-01-25,1.6099,0.0169,0.0172,0.0187,0.0191,1.6096588907286145,1.6091389316016025
2002-01-28,1.5988,0.0171,0.0176,0.0187,0.0191,1.5985871583449125,1.5982032992460997
2002-01-29,1.593,0.0172,0.0172,0.0187,0.0191,1.5928011848203218,1.5922469209524521
2002-01-30,1.5879,0.017,0.0175,0.019299999999999998,0.0196,1.5875961412062265,1.5870704174544734
2002-01-31,1.5858,0.0169,0.0176,0.019299999999999998,0.0196,1.585483349279908,1.5850109662653002
2002-02-01,1.5899,0.0169,0.0176,0.019299999999999998,0.0196,1.5895825305966236,1.5891089262613198
2002-02-04,1.5962,0.017,0.0177,0.019299999999999998,0.0196,1.595894552927375,1.595445502040004
2002-02-05,1.5963,0.0174,0.0176,0.019299999999999998,0.0196,1.5960476583494876,1.5955057418648622
2002-02-06,1.6046,0.0173,0.0174,0.018799999999999997,0.0196,1.6043997387426363,1.6037217733107776
2002-02-07,1.5985,0.0171,0.0173,0.018799999999999997,0.0196,1.598273900056578,1.5975853443128671
2002-02-08,1.5975,0.0169,0.0173,0.018799999999999997,0.0196,1.5972474581488998,1.5965859165091052
2002-02-11,1.5898,0.0173,0.0175,0.018799999999999997,0.0196,1.5896015858488368,1.58896942481839
2002-02-12,1.5911,0.0176,0.0175,0.018799999999999997,0.0196,1.5909411388824175,1.5902687456463331
2002-02-13,1.5904,0.0175,0.0176,0.0191,0.0203,1.5901882836485262,1.5893319006044326
2002-02-14,1.5923,0.0175,0.0175,0.0191,0.0203,1.5920880307177745,1.5911910180832278
2002-02-15,1.5891,0.0172,0.0174,0.0191,0.0203,1.5888487923388608,1.5879537198716513
2002-02-18,1.5927,0.0172,0.0174,0.0191,0.0203,1.592448223244669,1.5915511230505188
2002-02-19,1.59,0.0173,0.0176,0.0191,0.0203,1.5897618790092436,1.5889321692411016
2002-02-20,1.5885,0.0175,0.0176,0.0194,0.0202,1.5882488934555803,1.5874726630515894
2002-02-21,1.5901,0.0176,0.0176,0.0194,0.0202,1.589861869976871,1.5890716282772002
2002-02-22,1.5955,0.0175,0.0176,0.0194,0.0202,1.5952477869111603,1.594468135913636
2002-02-25,1.6002,0.0176,0.0177,0.0194,0.0202,1.5999603574221677,1.5992049002537188
2002-02-26,1.609,0.0178,0.0177,0.0194,0.0202,1.608785812935754,1.6079994278891594
2002-02-27,1.6088,0.0177,0.0177,0.0195,0.020499999999999997,1.608559071508798,1.6076795821415244
2002-02-28,1.601,0.0176,0.0179,0.0195,0.020499999999999997,1.6007469195890014,1.5999646561372962
2002-03-01,1.5915,0.0178,0.0177,0.0195,0.020499999999999997,1.5912749032821665,1.5903916303942294
2002-03-04,1.5902,0.0177,0.0181,0.0195,0.020499999999999997,1.5899618569824034,1.5892507449322222
2002-03-05,1.5876,0.0178,0.018000000000000002,0.0195,0.020499999999999997,1.5873754548858106,1.5866128093520704
2002-03-06,1.5815,0.0177,0.0178,0.0197,0.0206,1.5812368486734274,1.5803986220962045
2002-03-07,1.5825,0.0177,0.0178,0.0197,0.0206,1.5822366822799234,1.5813979256827342
2002-03-08,1.5863,0.0177,0.0181,0.0197,0.0206,1.5860360499846085,1.5853136422424512
2002-03-11,1.5831,0.018000000000000002,0.018600000000000002,0.0197,0.0206,1.582876095077248,1.5823125055961798
2002-03-12,1.585,0.0182,0.0184,0.0197,0.0206,1.5848021997221224,1.5841327165099734
2002-03-13,1.5951,0.018000000000000002,0.0182,0.0199,0.021400000000000002,1.59484786063112,1.593830710697767
2002-03-14,1.5907,0.0179,0.018600000000000002,0.0199,0.021400000000000002,1.5904353222572567,1.5895924354702344
2002-03-15,1.5836,0.0179,0.018600000000000002,0.0199,0.021400000000000002,1.5833365036314777,1.5824973790222312
2002-03-18,1.5841,0.0177,0.018799999999999997,0.0199,0.021400000000000002,1.5838100624797211,1.5830758143929975
2002-03-19,1.584,0.0181,0.018500000000000003,0.0199,0.021400000000000002,1.5837627933676652,1.5828577112448403
2002-03-20,1.58,0.0179,0.0184,0.0197,0.0212,1.5797633884373152,1.5788998308962496
2002-03-21,1.5776,0.0178,0.0184,0.0197,0.0212,1.5773506227276883,1.576501502039192
2002-03-22,1.5772,0.0178,0.0184,0.0197,0.0212,1.57695068595722,1.5761017805630158
2002-03-25,1.5836,0.0178,0.018500000000000003,0.0197,0.0212,1.5833496742847155,1.5825367054610562
2002-03-26,1.5917,0.0182,0.0181,0.0197,0.0212,1.591501363594765,1.5904729359395202
2002-03-27,1.5947,0.0177,0.0181,0.0196,0.023,1.5944479175679722,1.59275766094954
2002-03-28,1.5924,0.0176,0.0179,0.0196,0.023,1.5921350327797932,1.59038129753915
2002-03-29,1.5952,0.0176,0.0179,0.0196,0.023,1.5949345668741057,1.5931777479492917
2002-04-01,1.5976,0.0179,0.0179,0.0196,0.023,1.5973740423974174,1.5955747054436988
2002-04-02,1.5928,0.0179,0.018000000000000002,0.0196,0.023,1.592574721288562,1.5908203827989063
2002-04-03,1.5892,0.0177,0.0179,0.0202,0.022099999999999998,1.588869473053693,1.5875405086894905
2002-04-04,1.593,0.0177,0.0178,0.0202,0.022099999999999998,1.5926686827174257,1.5912969344372343
2002-04-05,1.5891,0.0176,0.0176,0.0202,0.022099999999999998,1.5887562736060965,1.5873220854777352
2002-04-08,1.595,0.0176,0.0175,0.0202,0.022099999999999998,1.5946549974210082,1.5931758285472764
2002-04-09,1.5953,0.0173,0.0173,0.0202,0.022099999999999998,1.5949151170529607,1.593396158723055
2002-04-10,1.5921,0.0172,0.0171,0.0208,0.0236,1.5916231964594703,1.5895280122278557
2002-04-11,1.588,0.0172,0.0172,0.0208,0.0236,1.5875244243311595,1.5854741027935182
2002-04-12,1.5849,0.0171,0.0171,0.0208,0.0236,1.584412168075336,1.582339643602744
2002-04-15,1.5862,0.0171,0.0172,0.0208,0.0236,1.5857117679355786,1.5836769659011831
2002-04-16,1.5817,0.0171,0.0174,0.0208,0.0236,1.5812131530347397,1.5792627448056469
2002-04-17,1.5744,0.0171,0.0173,0.0215,0.0236,1.5738237524435388,1.5719348643006261
2002-04-18,1.575,0.017,0.0172,0.0215,0.0236,1.5744104313105685,1.5724947807933192
2002-04-19,1.5717,0.0169,0.0173,0.0215,0.0236,1.5710985925217318,1.5692390918580374
2002-04-22,1.5701,0.0167,0.0172,0.0215,0.0236,1.5694730832258872,1.567602574808629
2002-04-23,1.5724,0.0168,0.0173,0.0215,0.0236,1.5717852447697878,1.5699379958246344
2002-04-24,1.5673,0.0167,0.0172,0.0218,0.023700000000000002,1.5666351053918715,1.5647681387777417
2002-04-25,1.5647,0.0168,0.0174,0.0218,0.023700000000000002,1.5640492239098973,1.562250113080001
2002-04-26,1.562,0.0168,0.0175,0.0218,0.023700000000000002,1.5613503468698533,1.559593160523896
2002-04-29,1.5665,0.0173,0.0178,0.0218,0.023700000000000002,1.5659136277429337,1.5642030220940926
2002-04-30,1.5673,0.0177,0.0177,0.0218,0.023700000000000002,1.5667654768836612,1.5649628973333
2002-05-01,1.5593,0.0176,0.0177,0.0222,0.0239,1.558703372094958,1.5568974402942415
2002-05-02,1.5612,0.0174,0.0177,0.0222,0.0239,1.5605766731546638,1.5587945127861027
2002-05-03,1.5656,0.0173,0.0176,0.0222,0.0239,1.5649618938297483,1.5631488257660477
2002-05-06,1.5679,0.0174,0.0178,0.0222,0.0239,1.5672739981035086,1.5655231541539305
2002-05-07,1.5666,0.0177,0.0176,0.0222,0.0239,1.5660136098218296,1.5641472601207782
2002-05-08,1.5697,0.0176,0.0176,0.0219,0.0246,1.5691385488150795,1.5669698156338516
2002-05-09,1.5646,0.0174,0.0177,0.0219,0.0246,1.5640143438225238,1.5619175619937382
2002-05-10,1.5578,0.0173,0.0177,0.0219,0.0246,1.557203931158968,1.5551292202951843
2002-05-13,1.5543,0.0177,0.0179,0.0219,0.0246,1.553756986000549,1.5517124608656758
2002-05-14,1.5578,0.0178,0.0178,0.0219,0.0246,1.5572687212503848,1.5551679272474281
2002-05-15,1.5565,0.0176,0.0176,0.0219,0.0253,1.5559432701985545,1.5535225697463544
2002-05-16,1.5543,0.0174,0.0175,0.0219,0.0253,1.5537181992863025,1.5512881648572778
2002-05-17,1.5434,0.0173,0.0176,0.0219,0.0253,1.5428094411033197,1.540447628748168
2002-05-20,1.5414,0.0173,0.0177,0.0219,0.0253,1.5408102063733686,1.538489747348024
2002-05-21,1.5364,0.0173,0.0175,0.0219,0.0253,1.5358121195484906,1.5334228504707725
2002-05-22,1.5318,0.0172,0.0174,0.0219,0.0259,1.5312011379232904,1.5285658660175365
2002-05-23,1.5356,0.0173,0.0174,0.0219,0.0259,1.53501242565651,1.5323578429667903
2002-05-24,1.532,0.0171,0.0174,0.0219,0.0259,1.5313883163227113,1.5287654437517078
2002-05-27,1.5328,0.0171,0.0174,0.0219,0.0259,1.5321879969056473,1.5295637546883927
2002-05-28,1.5305,0.0173,0.0177,0.0219,0.0259,1.5299143770951344,1.5273826597779376
2002-05-29,1.5344,0.0173,0.0175,0.0239,0.026000000000000002,1.5335577574663795,1.5311604570293096
2002-05-30,1.5338,0.0173,0.0175,0.0239,0.026000000000000002,1.5329580868104358,1.5305617237953304
2002-05-31,1.5325,0.0172,0.0174,0.0239,0.026000000000000002,1.5316460549405768,1.529226403378043
2002-06-03,1.5269,0.0172,0.0177,0.0239,0.026000000000000002,1.5260491753923437,1.5237521435668155
2002-06-04,1.5312,0.0173,0.0176,0.0239,0.026000000000000002,1.5303595139680135,1.528005245901639
2002-06-05,1.5324,0.0175,0.0175,0.024399999999999998,0.026600000000000002,1.5315206579954093,1.528936820146029
2002-06-06,1.5325,0.0174,0.0174,0.024399999999999998,0.026600000000000002,1.5316078556934232,1.5289985347439528
2002-06-07,1.5318,0.0174,0.0174,0.024399999999999998,0.026600000000000002,1.5309082631981639,1.5283001341081806
2002-06-10,1.5394,0.0175,0.0176,0.024399999999999998,0.026600000000000002,1.5385166411629687,1.5359592311130978
2002-06-11,1.5353,0.0175,0.0175,0.024399999999999998,0.026600000000000002,1.5344189938791126,1.5318302662295733
2002-06-12,1.5349,0.0174,0.0174,0.024300000000000002,0.0268,1.534019216087423,1.5313169911592333
2002-06-13,1.5388,0.0171,0.0172,0.024300000000000002,0.0268,1.5378785858636261,1.5351314592232046
2002-06-14,1.5465,0.0171,0.0171,0.024300000000000002,0.0268,1.5455739752002196,1.5427746970298997
2002-06-17,1.5463,0.017,0.0174,0.024300000000000002,0.0268,1.5453612351654566,1.542690379457634
2002-06-18,1.5456,0.017,0.0173,0.024300000000000002,0.0268,1.5446616601382201,1.541953630674481
2002-06-19,1.5403,0.0169,0.0171,0.0235,0.027200000000000002,1.5394544907888719,1.5364370108263807
2002-06-20,1.5273,0.0168,0.0173,0.0235,0.027200000000000002,1.526448924190128,1.5235454633492254
2002-06-21,1.5201,0.0168,0.0172,0.0235,0.027200000000000002,1.5192529363330147,1.5163254171632896
2002-06-24,1.5205,0.0166,0.0174,0.0235,0.027200000000000002,1.519627421299954,1.516799935439015
2002-06-25,1.5148,0.0174,0.0173,0.0235,0.027200000000000002,1.5140314816817066,1.511076191895113
2002-06-26,1.5189,0.0172,0.017,0.025,0.027000000000000003,1.5179147675675673,1.5151282095852991
2002-06-27,1.5105,0.017,0.017,0.025,0.027000000000000003,1.5094950935550933,1.5067490687856966
2002-06-28,1.5185,0.0169,0.017,0.025,0.027000000000000003,1.5174771434511432,1.5147292028805563
2002-07-01,1.5157,0.0171,0.0172,0.025,0.027000000000000003,1.5147042386694387,1.5120114328284082
2002-07-02,1.5262,0.0172,0.0172,0.025,0.027000000000000003,1.5252100324324325,1.5224858803079213
2002-07-03,1.5312,0.0171,0.0172,0.025,0.0271,1.5301940557172553,1.5274357825730676
2002-07-04,1.5276,0.0171,0.0172,0.025,0.0271,1.5265964207900207,1.52384463261404
2002-07-05,1.5221,0.0171,0.0172,0.025,0.0271,1.5211000340956338,1.5183581535099702
2002-07-08,1.5231,0.0173,0.0173,0.025,0.0271,1.5221247093555088,1.5193935164262122
2002-07-09,1.5117,0.0172,0.0172,0.025,0.0271,1.510719437837838,1.5079837202950015
2002-07-10,1.52,0.0173,0.0172,0.0263,0.0282,1.5188624930360959,1.5158492626979791
2002-07-11,1.525,0.0172,0.0172,0.0263,0.0282,1.52384607069506,1.520835608956854
2002-07-12,1.5333,0.0171,0.0171,0.0263,0.0282,1.532127040735721,1.5290748795988285
2002-07-15,1.5385,0.0171,0.0172,0.0263,0.0282,1.537323062787391,1.5342987438558164
2002-07-16,1.5375,0.0174,0.0172,0.0263,0.0282,1.536362181219494,1.5333014746040416
2002-07-17,1.5393,0.0172,0.0172,0.0263,0.0282,1.538135250243217,1.5350965592572363
2002-07-18,1.5448,0.0172,0.0172,0.0263,0.0282,1.5436310885309696,1.5405815401419989
2002-07-19,1.543,0.0171,0.0171,0.0263,0.0282,1.5418196203321055,1.5387481505387022
2002-07-22,1.564,0.0171,0.017,0.0263,0.0282,1.5628035555407733,1.559651457226553
2002-07-23,1.5823,0.0173,0.017,0.0263,0.0282,1.5811158702177728,1.5779005759396258
2002-07-24,1.5625,0.017,0.0169,0.0259,0.0275,1.5613436416401267,1.5583876474239602
2002-07-25,1.568,0.0171,0.017,0.0259,0.0275,1.5668526097838833,1.5639121042830544
2002-07-26,1.5865,0.0171,0.0169,0.0259,0.0275,1.5853390723355425,1.5823244816883923
2002-07-29,1.5717,0.0173,0.0172,0.0259,0.0275,1.5705760408784373,1.5676805065176909
2002-07-30,1.5747,0.0173,0.0172,0.0259,0.0275,1.57357389550886,1.570672834264432
2002-07-31,1.5837,0.0173,0.0171,0.026000000000000002,0.0281,1.5825542998503244,1.5793752066731213
2002-08-01,1.5907,0.017,0.0168,0.026000000000000002,0.0281,1.5895095542990187,1.5862376207144808
2002-08-02,1.5842,0.0166,0.0163,0.026000000000000002,0.0281,1.5829617262597706,1.579559211538939
2002-08-05,1.596,0.0168,0.016399999999999998,0.026000000000000002,0.0281,1.59477904540163,1.5913642660311313
2002-08-06,1.5846,0.0171,0.0165,0.026000000000000002,0.0281,1.5834272958589724,1.5800367170626348
2002-08-07,1.577,0.0166,0.0159,0.025699999999999997,0.0274,1.5758066640611355,1.57249697075036
2002-08-08,1.5795,0.0167,0.016200000000000003,0.025699999999999997,0.0274,1.5783179066499247,1.5751074887023886
2002-08-09,1.572,0.0166,0.016200000000000003,0.025699999999999997,0.0274,1.5708104476246705,1.5676283458310576
